Index,Date,Open,High,Low,Close,Volume
Nifty Bank,2021-09-28,38360.00,38377.25,37315.20,37945.00,0
Nifty Bank,2021-09-29,37601.10,37923.45,37371.05,37743.00,0
Nifty Bank,2021-09-30,37677.80,37884.85,37354.25,37425.10,0
Nifty Bank,2021-10-01,37140.40,37299.40,36876.35,37225.90,0
Nifty Bank,2021-10-04,37392.15,37670.70,37355.60,37579.65,0
Nifty Bank,2021-10-05,37499.80,37786.60,37364.75,37741.00,0
Nifty Bank,2021-10-06,37768.80,38106.85,37452.00,37521.55,0
Nifty Bank,2021-10-07,37894.00,37923.65,37650.25,37753.20,0
Nifty Bank,2021-10-08,37906.40,38105.20,37674.35,37775.25,0
Nifty Bank,2021-10-11,37782.75,38495.30,37744.65,38293.80,0
Nifty Bank,2021-10-12,38178.35,38609.60,38144.60,38521.50,0
Nifty Bank,2021-10-13,38735.30,38779.05,38502.70,38635.75,0
Nifty Bank,2021-10-14,38684.65,39375.05,38673.00,39340.90,0
Nifty Bank,2021-10-18,39794.25,39947.60,39569.55,39684.80,0
Nifty Bank,2021-10-19,39927.30,40011.15,39394.25,39540.50,0
Nifty Bank,2021-10-20,39545.45,39774.55,39292.80,39518.20,0
Nifty Bank,2021-10-21,39676.55,40200.45,39428.10,40030.20,0
Nifty Bank,2021-10-22,40192.65,40587.35,40149.55,40323.65,0
Nifty Bank,2021-10-25,40961.25,41829.60,40508.10,41192.40,0
Nifty Bank,2021-10-26,41057.75,41367.25,40829.15,41238.30,0
Nifty Bank,2021-10-27,41234.55,41347.00,40750.00,40874.35,0
Nifty Bank,2021-10-28,40915.15,40931.05,39350.20,39508.95,0
Nifty Bank,2021-10-29,39424.55,39775.25,38426.65,39115.60,0
Nifty Bank,2021-11-01,39432.15,39862.60,39120.65,39763.75,0
Nifty Bank,2021-11-02,39796.90,40107.60,39590.70,39938.45,0
Nifty Bank,2021-11-03,40040.65,40160.20,39304.85,39402.05,0
Nifty Bank,2021-11-04,39669.10,39734.70,39514.15,39573.70,0
Nifty Bank,2021-11-08,39674.05,39674.05,38932.15,39438.25,0
Nifty Bank,2021-11-09,39517.85,39560.60,39223.40,39368.80,0
Nifty Bank,2021-11-10,39206.20,39220.30,38873.80,39023.25,0
Nifty Bank,2021-11-11,38913.05,38929.95,38346.05,38560.20,0
Nifty Bank,2021-11-12,38707.15,38822.85,38467.80,38733.35,0
Nifty Bank,2021-11-15,38849.45,39117.15,38606.60,38702.35,0
Nifty Bank,2021-11-16,38710.90,38724.70,38211.10,38307.10,0
Nifty Bank,2021-11-17,38113.40,38456.30,37981.20,38041.55,0
Nifty Bank,2021-11-18,38071.90,38233.95,37748.45,37976.25,0
Nifty Bank,2021-11-22,38232.15,38241.00,36655.40,37128.80,0
Nifty Bank,2021-11-23,36787.00,37448.75,36647.55,37272.80,0
Nifty Bank,2021-11-24,37384.75,37891.90,37238.05,37441.95,0
Nifty Bank,2021-11-25,37362.05,37507.95,37118.40,37364.75,0
Nifty Bank,2021-11-26,36830.90,36868.90,35904.10,36025.50,0
Nifty Bank,2021-11-29,36224.45,36347.85,35327.90,35976.45,0
Nifty Bank,2021-11-30,35958.80,36774.20,35526.35,35695.30,0
Nifty Bank,2021-12-01,35902.90,36445.35,35805.00,36364.90,0
Nifty Bank,2021-12-02,36281.85,36563.50,36166.70,36508.25,0
Nifty Bank,2021-12-03,36497.30,36844.00,36062.85,36197.15,0
Nifty Bank,2021-12-06,36252.75,36344.55,35696.75,35735.90,0
Nifty Bank,2021-12-07,36086.95,36820.70,36013.95,36618.40,0
Nifty Bank,2021-12-08,37052.75,37384.80,36905.15,37284.70,0
Nifty Bank,2021-12-09,37331.75,37397.55,36884.45,37082.45,0
Nifty Bank,2021-12-10,37083.15,37153.25,36824.40,37105.65,0
Nifty Bank,2021-12-13,37358.20,37581.05,36861.90,36925.25,0
Nifty Bank,2021-12-14,36778.95,37039.05,36545.40,36893.95,0
Nifty Bank,2021-12-15,36929.50,37083.50,36743.20,36789.55,0
Nifty Bank,2021-12-16,37092.95,37159.30,36385.75,36548.65,0
Nifty Bank,2021-12-17,36491.80,36550.75,35535.05,35618.65,0
Nifty Bank,2021-12-20,35124.35,35231.10,34018.45,34439.85,0
Nifty Bank,2021-12-21,34863.35,35050.00,34389.95,34607.85,0
Nifty Bank,2021-12-22,34865.25,35112.10,34687.60,35029.50,0
Nifty Bank,2021-12-23,35350.50,35477.30,35046.25,35191.15,0
Nifty Bank,2021-12-24,35282.20,35327.95,34583.40,34857.05,0
Nifty Bank,2021-12-27,34573.65,35143.70,34233.00,35057.90,0
